,observed_on,place_guess,latitude,longitude,place_state_name,scientific_name,common_name,iconic_taxon_name,park,state,ParkName,Park
11779,2020-06-05,"Lassen Volcanic National Park, Shingletown, CA, US",40.5316575309,-121.5662888643,California,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Lassen Volcanic National Park,CA,Lassen Volcanic ,Lassen Volcanic NP
11780,2020-06-09,"Theodore Roosevelt National Park South Unit, Belfield, ND, US",46.914607985100005,-103.40280880270001,North Dakota,Sylvilagus audubonii,Desert Cottontail,Mammalia,Theodore Roosevelt National Park,ND,Theodore Roosevelt ,Theodore Roosevelt NP
11781,2019-05-28,"Yellowstone National Park, US",44.4354410843,-110.8494613685,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11782,2019-05-27,"Yellowstone National Park, Cody, WY, US",44.9139466667,-110.26403,Wyoming,Antilocapra americana,Pronghorn,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11785,2008-07-24,"Olympic National Park, Port Angeles, WA, US",47.9701565492,-123.4986121696,Washington,Neotamias townsendii,Townsend's Chipmunk,Mammalia,Olympic National Park,WA,Olympic ,Olympic NP
11786,2020-06-09,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.05538617,-112.121025,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11788,2019-06-05,"Glacier Bay National Park, Hoonah-Angoon County, US-AK, US",58.7156567529,-136.38980466790002,Alaska,Eumetopias jubatus,Steller Sea Lion,Mammalia,Glacier Bay National Park,AK,Glacier Bay ,Glacier Bay NP & PRES
11789,2020-06-09,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0596269649,-112.1063603462,Arizona,Otospermophilus variegatus,Rock Squirrel,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11790,2020-06-09,"Grand Canyon National Park South Rim, Williams, AZ, US",35.9997076298,-112.1218795139,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11791,2020-06-09,"Joshua Tree National Park, Desert Hot Springs, CA, US",33.9752773481,-115.9953725514,California,Canis latrans,Coyote,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
11792,2020-06-09,"Pinnacles National Park, Paicines, CA, US",36.49241333,-121.1435,California,Odocoileus hemionus,Mule Deer,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
11793,2020-06-09,"Lassen Volcanic National Park, Shingletown, CA, US",40.48527167,-121.42722167,California,Martes americana,American Marten,Mammalia,Lassen Volcanic National Park,CA,Lassen Volcanic ,Lassen Volcanic NP
11794,2017-12-18,"Death Valley National Park, Inyo County, US-CA, US",36.8825753292,-117.13946812620001,California,Ovis canadensis,Bighorn Sheep,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
11796,2020-06-10,"Great Basin National Park, Ely, NV, US",38.991475,-114.217545,Nevada,Odocoileus hemionus,Mule Deer,Mammalia,Great Basin National Park,NV,Great Basin ,Great Basin NP
11797,2020-06-08,"Rocky Mountain National Park, Estes Park, CO, US",40.43498667,-105.55101667,Colorado,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
11798,2019-12-29,"Redwood National and State Parks, Trinidad, CA, US",41.3311666667,-124.03028049999999,California,Cervus canadensis,Wapiti,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
11799,2020-06-10,"Rocky Mountain National Park, Estes Park, CO, US",40.34047167,-105.596275,Colorado,Cervus canadensis,Wapiti,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
11800,2020-06-10,"Petrified Forest National Park, Concho, AZ, US",34.98928333,-109.70859499999999,Arizona,Dipodomys,Kangaroo Rats,Mammalia,Petrified Forest National Park,AZ,Petrified Forest ,Petrified Forest NP
11801,2020-06-10,"Yosemite National Park, Yosemite National Park, CA, US",37.8322192723,-119.5189236056,California,Canis latrans,Coyote,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
11802,2017-11-07,"Death Valley National Park, Death Valley, CA, US",36.4262239773,-117.19218743030001,California,Lynx rufus,Bobcat,Mammalia,Death Valley National Park,CA,Death Valley ,Death Valley NP
11803,2020-06-10,"Mount Rainier National Park, Ashford, WA, US",46.74975833,-121.81558333,Washington,Odocoileus hemionus columbianus,Columbian Black-tailed Deer,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
11805,2020-06-07,"Joshua Tree National Park, Riverside County, US-CA, US",34.0311305556,-116.1455638889,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
11806,2020-06-11,"Cuyahoga Valley National Park, Peninsula, OH, US",41.2185083333,-81.56851999999999,Ohio,Microtus pinetorum,Woodland Vole,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
11807,2020-06-02,"Grand Teton National Park, Jackson, WY, US",43.8325445905,-110.6785228541,Wyoming,Antilocapra americana,Pronghorn,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11808,2020-06-11,"Great Smoky Mountains National Park, Gatlinburg, TN, US",35.6820456875,-83.4570823331,Tennessee,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Great Smoky Mountains National Park,TN,Great Smoky Mountains ,Great Smoky Mountains NP
11809,2020-06-11,"Pinnacles National Park, Paicines, CA, US",36.51303,-121.13336117,California,Lepus californicus,Black-tailed Jackrabbit,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
11811,2020-06-11,"Glacier National Park, Essex, MT, US",48.65933333,-113.79068833,Montana,Neotamias amoenus,Yellow-pine Chipmunk,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11812,2020-06-11,"Glacier National Park, Essex, MT, US",48.66796167,-113.79916333,Montana,Odocoileus,White-tailed and Mule Deer,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11813,2020-06-11,"Yellowstone National Park, US",44.983119964,-110.3876866089,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11814,2019-08-31,"Mount Rainier National Park, Ashford, WA, US",46.7921666667,-121.7218866667,Washington,Ursus americanus,American Black Bear,Mammalia,Mount Rainier National Park,WA,Mount Rainier ,Mount Rainier NP
11815,2020-06-10,"Yellowstone National Park, US-WY, US",44.4914652707,-110.8489650228,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11816,2019-07-27,"Glacier National Park, Essex, MT, US",48.6878133333,-113.7419366667,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11817,2017-08-19,"Glacier National Park, Essex, MT, US",48.695069994899995,-113.72490577120001,Montana,Ovis canadensis,Bighorn Sheep,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11818,2017-08-19,"Glacier National Park, Essex, MT, US",48.6998466667,-113.7251133333,Montana,Oreamnos americanus,Mountain Goat,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11819,2020-06-11,"Sequoia National Park, Three Rivers, CA, US",36.5608966667,-118.7611083333,California,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
11820,2018-06-02,"Yellowstone National Park, Alta, WY, US",44.6559616667,-111.00378333329999,Wyoming,Cervus canadensis canadensis,Rocky Mountain Elk,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11821,2020-06-08,"Lassen Volcanic National Park, Shingletown, CA, US",40.46530333,-121.51474667,California,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Lassen Volcanic National Park,CA,Lassen Volcanic ,Lassen Volcanic NP
11822,2020-06-12,"Indiana Dunes National Park, Porter, IN, US",41.62725,-87.08370833,Indiana,Sylvilagus floridanus,Eastern Cottontail,Mammalia,Indiana Dunes National Park,IN,Indiana Dunes ,Indiana Dunes NP
11823,2020-06-09,"Canyonlands National Park, Moab, UT, US",38.3882666667,-109.8634866667,Utah,Neotamias,Western Chipmunks,Mammalia,Canyonlands National Park,UT,Canyonlands ,Canyonlands NP
11824,2020-06-12,"Bryce Canyon National Park, Cannonville, UT, US",37.622125,-112.16604717,Utah,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Bryce Canyon National Park,UT,Bryce Canyon ,Bryce Canyon NP
11827,2020-06-11,"Badlands National Park, Wall, SD, US",43.8808922091,-102.23893065969999,South Dakota,Bison bison,American Bison,Mammalia,Badlands National Park,SD,Badlands ,Badlands NP
11828,2020-05-27,"Yellowstone National Park, US-WY, US",44.5680209868,-110.5297895859,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11829,2020-06-12,"Yellowstone National Park, Park County, US-WY, US",44.4275878861,-110.2806396359,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11830,2019-09-10,"Yellowstone National Park, Park County, US-WY, US",44.7100699356,-110.4919487773,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11831,2019-09-12,"Yellowstone National Park, US",44.8950427669,-110.25498122409999,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11832,2020-06-12,"Joshua Tree National Park, Desert Hot Springs, CA, US",34.00866388,-116.05638883,California,Sylvilagus audubonii,Desert Cottontail,Mammalia,Joshua Tree National Park,CA,Joshua Tree ,Joshua Tree NP
11833,2018-12-11,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.095151648000005,-119.76416975129999,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
11834,2018-12-11,"Channel Islands National Park, Channel Islands, Santa Barbara County, UCNRS, US-CA, US",34.1276289823,-119.72916032120001,California,Urocyon littoralis santacruzae,Santa Cruz Island Fox,Mammalia,Channel Islands National Park,CA,Channel Islands ,Channel Islands NP
11835,2020-06-06,"Sequoia National Park, Three Rivers, CA, US",36.5532152639,-118.7737806203,California,Odocoileus hemionus,Mule Deer,Mammalia,Sequoia and Kings Canyon National Park,CA,Sequoia and Kings Canyon ,Sequoia and Kings Canyon NP
11836,2020-06-12,"Pinnacles National Park, Paicines, CA, US",36.49271333,-121.1472945,California,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,Pinnacles National Park,CA,Pinnacles ,Pinnacles NP
11837,2020-06-08,"Yellowstone National Park, US",44.9085125832,-110.33926825190001,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11838,2020-06-08,"Yellowstone National Park, US",44.9176032935,-110.312863439,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11839,2020-06-08,"Yellowstone National Park, US",44.8166429111,-110.2268917456,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11840,2020-06-08,"Yellowstone National Park, US",44.933073236800006,-110.2794473119,Wyoming,Canis lupus,Gray Wolf,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11841,2020-06-06,"Yellowstone National Park, US",44.8673385854,-110.2187505525,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11842,2020-06-12,"Yellowstone National Park, Park County, US-WY, US",44.726216909499996,-110.70233657969999,Wyoming,Neotamias,Western Chipmunks,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11843,2014-05-10,"Yellowstone National Park, Teton County, US-WY, US",44.454033826099995,-110.4268657097,Wyoming,Ursus arctos,Brown Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11844,2014-05-10,"Yellowstone National Park, Teton County, US-WY, US",44.5906738205,-110.55280566620002,Wyoming,Ursus arctos horribilis,Grizzly Bear,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11845,2020-06-09,"Grand Canyon, Grand Canyon National Park, Coconino County, US-AZ, US",36.05777783,-112.11005283,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11846,2020-06-13,"Theodore Roosevelt National Park South Unit, Medora, ND, US",46.95607003,-103.5012470125,North Dakota,Mammalia,Mammals,Mammalia,Theodore Roosevelt National Park,ND,Theodore Roosevelt ,Theodore Roosevelt NP
11847,2020-06-06,"Rocky Mountain National Park, Estes Park, CO, US",40.36167167,-105.55893667,Colorado,Euarchontoglires,"Primates, Rodents, and Allies",Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
11848,2020-06-12,"Sevier County, Great Smoky Mountains National Park, US-TN, US",35.6262496918,-83.4780487914,Tennessee,Tamiasciurus hudsonicus,American Red Squirrel,Mammalia,Great Smoky Mountains National Park,TN,Great Smoky Mountains ,Great Smoky Mountains NP
11849,2020-06-11,"Glacier National Park, Essex, MT, US",48.65697833,-113.79049667,Montana,Martes americana,American Marten,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11850,2020-06-11,"Glacier National Park, Essex, MT, US",48.72433333,-113.764595,Montana,Ursus,Holarctic Bears,Mammalia,Glacier National Park,MT,Glacier ,Glacier NP
11851,2020-06-08,"Rocky Mountain National Park, Estes Park, CO, US",40.3133169524,-105.6504167288,Colorado,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
11852,2018-08-06,"Grand Canyon National Park South Rim, Grand Canyon, AZ, US",36.0589778333,-112.1101388333,Arizona,Cervus canadensis,Wapiti,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11853,2020-06-12,"Yellowstone National Park, Cody, WY, US",44.97743833,-110.70290333,Wyoming,Rodentia,Rodents,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11854,2020-06-12,"Yellowstone National Park, Cody, WY, US",44.92134167,-110.44148333,Wyoming,Mammalia,Mammals,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11855,2018-06-18,"Denali National Park, Denali County, US-AK, US",63.0274332311,-151.0231052062,Alaska,Rangifer tarandus,Caribou,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
11856,2018-06-20,"Denali National Park, Denali County, US-AK, US",63.0171991395,-151.03268786569998,Alaska,Ursus arctos,Brown Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
11857,2018-06-20,"Denali National Park, Denali County, US-AK, US",63.1393601933,-151.0279070222,Alaska,Ursus arctos,Brown Bear,Mammalia,Denali National Park,AK,Denali ,Denali NP & PRES
11858,2020-06-13,"Grand Teton National Park, Teton County, US-WY, US",43.65363333,-110.73828833,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11859,2020-06-13,"Grand Teton National Park, Jackson, WY, US",43.65361667,-110.73818333,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11860,2020-06-01,"Redwood National and State Parks, Trinidad, CA, US",41.3212883333,-124.0399028333,California,Cervus canadensis,Wapiti,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
11861,2020-06-01,"Redwood National and State Parks, Trinidad, CA, US",41.3213283333,-124.0396195,California,Cervus canadensis,Wapiti,Mammalia,Redwood National Park,CA,Redwood ,Redwood NP
11862,2020-06-13,"Grand Teton National Park, Jackson, WY, US",43.61633333,-110.82422,Wyoming,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11863,2020-06-13,"Grand Teton National Park, Jackson, WY, US",43.60733833,-110.79312833,Wyoming,Urocitellus armatus,Uinta Ground Squirrel,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11864,2020-06-13,"Yosemite National Park, Yosemite National Park, CA, US",37.7259335683,-119.5736846497,California,Canis latrans,Coyote,Mammalia,Yosemite National Park,CA,Yosemite ,Yosemite NP
11865,2020-06-13,"Shenandoah National Park, Madison, VA, US",38.5083620502,-78.4407469297,Virginia,Ursus americanus,American Black Bear,Mammalia,Shenandoah National Park,VA,Shenandoah ,Shenandoah NP
11866,2020-06-13,"Yellowstone National Park, Alta, WY, US",44.4648309891,-110.8252405097,Wyoming,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11867,2020-06-11,"Yellowstone National Park, US",44.6520829949,-110.8901730024,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11868,2020-06-10,"Yellowstone National Park, Alta, WY, US",44.55180833,-110.40128333,Wyoming,Cervus canadensis,Wapiti,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11870,2015-06-10,"Yellowstone National Park, Teton County, US-WY, US",44.591344742299995,-110.5021993636,Wyoming,Bison bison,American Bison,Mammalia,Yellowstone National Park,WY,Yellowstone ,Yellowstone NP
11871,2016-11-25,"Grand Canyon National Park South Rim, Williams, AZ, US",35.9793333333,-111.9885633333,Arizona,Odocoileus hemionus,Mule Deer,Mammalia,Grand Canyon National Park,AZ,Grand Canyon ,Grand Canyon NP
11872,2020-06-14,"Grand Teton National Park, Jackson, WY, US",43.674482633900006,-110.7543860983,Wyoming,Ursus americanus,American Black Bear,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11873,2020-06-14,"Grand Teton National Park, Jackson, WY, US",43.687744327299995,-110.747142915,Wyoming,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11874,2020-06-14,"Cuyahoga Valley National Park, Boston Heights, OH, US",41.255958248,-81.532324981,Ohio,Tamias striatus,Eastern Chipmunk,Mammalia,Cuyahoga Valley National Park,OH,Cuyahoga Valley ,Cuyahoga Valley NP
11875,2020-06-14,"Grand Teton National Park, Jackson, WY, US",43.688272589600004,-110.7484601067,Wyoming,Cervus canadensis,Wapiti,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11876,2020-06-14,"Grand Teton National Park, Jackson, WY, US",43.6875610388,-110.7464055366,Wyoming,Alces alces,Moose,Mammalia,Grand Teton National Park,WY,Grand Teton ,Grand Teton NP
11877,2020-06-14,"Rocky Mountain National Park, Estes Park, CO, US",40.3098945138,-105.6565424051,Colorado,Callospermophilus lateralis,Golden-mantled Ground Squirrel,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
11878,2020-06-14,"Rocky Mountain National Park, Estes Park, CO, US",40.3103554528,-105.65127868379999,Colorado,Neotamias,Western Chipmunks,Mammalia,Rocky Mountain National Park,CO,Rocky Mountain ,Rocky Mountain NP
